county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2016-03-07,imidacloprid,0.241,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004882
San Diego,37_388,SDR4 (DPR urban site),32.84504,-116.99121,2018-01-09,imidacloprid,0.076,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864458
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2020-03-10,imidacloprid,0.048,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285866
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2020-08-19,acetamiprid,0.03333,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7287187
Imperial,13_23,Malva Drain nr. Park,33.05179,-115.48862,2011-10-11,imidacloprid,3.29,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424858
Imperial,13_56,Alamo River at Rutherford Rd (upstream of Imperial State Wildlife Area),33.04468,-115.48829,2015-10-13,imidacloprid,0.618,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485987
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2016-08-22,imidacloprid,0.178,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088045
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2018-11-30,imidacloprid,0.068,0.05,0.02,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355748
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2012-08-28,imidacloprid,0.079,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473721
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2012-08-28,imidacloprid,0.181,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474420
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2014-03-27,imidacloprid,0.0201,0.02,0.0022,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474334
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2019-07-16,acetamiprid,0.023,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359396
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2012-05-15,imidacloprid,0.39,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,463564
Imperial,13_22,Holtville Main Drain at 115,32.93092,-115.40611,2019-10-15,imidacloprid,0.0831,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358862
Imperial,13_22,Holtville Main Drain at 115,32.93092,-115.40611,2011-03-01,imidacloprid,0.223,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424641
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2017-07-17,imidacloprid,8.36,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090337
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2017-04-18,imidacloprid,0.128,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090975
Monterey,27_10,"Reclamation Ditch at De LaTorre St, nr Airport Blvd, original DPR site",36.65923,-121.61565,2015-05-11,imidacloprid,0.735,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485158
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2020-03-10,imidacloprid,0.053,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285158
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2019-07-15,imidacloprid,0.527,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358858
Placer,31_36,Pleasant Grove Creek downstream receiving site(DPR site id: PGC058),38.79477,-121.37251,2018-02-26,imidacloprid,0.024,0.02,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2862375
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2018-07-16,imidacloprid,0.475,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2865663
Los Angeles,19_54,Dominguez Channel - Artesia/Vermont - Dominguez Channel Region -  SWAMP station code  405DCARVT,33.87105,-118.29057,2019-08-27,imidacloprid,0.026,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284722
Imperial,13_69,Rice Drain 3 at Wienert Rd,32.86907,-115.65104,2019-04-03,imidacloprid,0.313,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358842
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2012-09-11,imidacloprid,0.823,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,462615
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2017-05-15,imidacloprid,0.202,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2089944
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2017-05-15,imidacloprid,0.434,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090079
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2019-07-16,acetamiprid,0.152,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359392
Los Angeles,19_157,Ballona Creek at Centinela Ave (DPR urban site ID: BAL),33.98692,-118.41553,2020-06-09,imidacloprid,0.0247,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284282
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2014-06-24,imidacloprid,0.098,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473948
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2018-01-10,imidacloprid,0.265,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863835
Contra Costa,07_63,Walnut Creek @ Concord Ave O.C.,37.98066,-122.05168,2019-11-27,imidacloprid,0.037,0.01,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7283934
Los Angeles,19_246,"San Gabriel River, DPR urban site code SGR",33.79102,-118.09193,2019-01-31,imidacloprid,0.015,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355077
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2017-04-17,imidacloprid,0.243,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090910
Placer,31_30,Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk,38.80267,-121.33855,2012-01-20,imidacloprid,0.062,0.05,0.0394,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,471758
Orange,30_43,storm drain in Laguna Niguel-Above golf course (DPR site ID: SC6),33.49222,-117.71735,2012-10-11,imidacloprid,0.204,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474444
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2016-11-21,imidacloprid,0.214,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088446
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2017-06-19,imidacloprid,0.092,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088460
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2011-10-05,imidacloprid,0.109,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473984
Los Angeles,19_447,Northern LAR stormdrain north of Whittier Blvd,34.04039,-118.22873,2019-08-28,thiamethoxam,0.028,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285073
